hour,day,month,weekday,AMBIENT_TEMPERATURE,MODULE_TEMPERATURE,IRRADIATION,actual_generation,predicted_generation,actual_consumption,predicted_consumption,predicted_surplus
12,11,6,3,28.7703256,35.47568646666666,0.3071335886666666,490.6733333333334,489.9652697186959,424.4496914284196,439.72792769058685,50.237342028109026
12,11,6,3,28.7703256,35.47568646666666,0.3071335886666666,426.95333333333326,489.9652697186959,399.39327653830435,439.72792769058685,50.237342028109026
12,11,6,3,27.567753066666665,42.5188598,0.5518808986666666,7287.571429,7972.283660893471,6549.984683181732,7176.486704568341,795.7969563251299
12,11,6,3,27.567753066666665,42.5188598,0.5518808986666666,8226.285714,7972.283660893471,7399.726854148647,7176.486704568341,795.7969563251299
12,11,6,3,28.7703256,35.47568646666666,0.3071335886666666,504.12666666666667,489.9652697186959,467.8101917684285,439.72792769058685,50.237342028109026
12,11,6,3,28.7703256,35.47568646666666,0.3071335886666666,494.9266666666666,489.9652697186959,425.2146142297106,439.72792769058685,50.237342028109026
12,11,6,3,27.567753066666665,42.5188598,0.5518808986666666,7912.142857,7972.283660893471,7115.912868764735,7176.486704568341,795.7969563251299
12,11,6,3,27.567753066666665,42.5188598,0.5518808986666666,7897.285714,7972.283660893471,7091.048202709033,7176.486704568341,795.7969563251299
12,11,6,3,27.567753066666665,42.5188598,0.5518808986666666,7841.428571,7972.283660893471,7045.016211646286,7176.486704568341,795.7969563251299
12,11,6,3,27.567753066666665,42.5188598,0.5518808986666666,8076.0,7972.283660893471,7253.860221008089,7176.486704568341,795.7969563251299
12,11,6,3,27.567753066666665,42.5188598,0.5518808986666666,7888.714286,7972.283660893471,7101.010088370447,7176.486704568341,795.7969563251299
12,11,6,3,27.567753066666665,42.5188598,0.5518808986666666,7982.142857,7972.283660893471,7188.799451127569,7176.486704568341,795.7969563251299
12,11,6,3,27.567753066666665,42.5188598,0.5518808986666666,8009.142857,7972.283660893471,7191.280025432476,7176.486704568341,795.7969563251299
12,11,6,3,27.567753066666665,42.5188598,0.5518808986666666,8003.857143,7972.283660893471,7214.268651445019,7176.486704568341,795.7969563251299
12,11,6,3,27.567753066666665,42.5188598,0.5518808986666666,7943.0,7972.283660893471,7147.727888501669,7176.486704568341,795.7969563251299
12,11,6,3,29.112240413793103,36.74222948275862,0.3871848155172413,508.7999999999999,533.9301185948117,462.54819601008745,473.8472510807063,60.082867514105374
12,11,6,3,29.112240413793103,36.74222948275862,0.3871848155172413,609.4533333333334,533.9301185948117,564.4996327059634,473.8472510807063,60.082867514105374
12,11,6,3,29.112240413793103,36.74222948275862,0.3871848155172413,619.2333333333333,533.9301185948117,545.712348915383,473.8472510807063,60.082867514105374
12,11,6,3,29.112240413793103,36.74222948275862,0.3871848155172413,580.8066666666667,533.9301185948117,506.30116539873575,473.8472510807063,60.082867514105374
12,11,6,3,29.112240413793103,36.74222948275862,0.3871848155172413,618.1,533.9301185948117,565.9107933462916,473.8472510807063,60.082867514105374
12,11,6,3,29.112240413793103,36.74222948275862,0.3871848155172413,586.2199999999999,533.9301185948117,531.2729137760158,473.8472510807063,60.082867514105374
12,11,6,3,29.112240413793103,36.74222948275862,0.3871848155172413,605.3066666666666,533.9301185948117,545.5489758985154,473.8472510807063,60.082867514105374
12,11,6,3,29.112240413793103,36.74222948275862,0.3871848155172413,521.6866666666666,533.9301185948117,462.9235370297748,473.8472510807063,60.082867514105374
12,11,6,3,29.112240413793103,36.74222948275862,0.3871848155172413,559.8533333333334,533.9301185948117,513.1432319066956,473.8472510807063,60.082867514105374
12,11,6,3,29.112240413793103,36.74222948275862,0.3871848155172413,574.44,533.9301185948117,498.8482724231376,473.8472510807063,60.082867514105374
12,11,6,3,29.112240413793103,36.74222948275862,0.3871848155172413,604.6266666666667,533.9301185948117,564.5606396270133,473.8472510807063,60.082867514105374
12,11,6,3,29.112240413793103,36.74222948275862,0.3871848155172413,584.8866666666665,533.9301185948117,543.9486070013902,473.8472510807063,60.082867514105374
12,11,6,3,29.112240413793103,36.74222948275862,0.3871848155172413,592.8666666666668,533.9301185948117,531.540562032297,473.8472510807063,60.082867514105374
12,11,6,3,29.112240413793103,36.74222948275862,0.3871848155172413,607.02,533.9301185948117,549.8267970712027,473.8472510807063,60.082867514105374
12,11,6,3,29.112240413793103,36.74222948275862,0.3871848155172413,593.4266666666667,533.9301185948117,538.9247137627287,473.8472510807063,60.082867514105374
12,11,6,3,29.112240413793103,36.74222948275862,0.3871848155172413,617.8866666666667,533.9301185948117,557.1073479480224,473.8472510807063,60.082867514105374
12,11,6,3,27.667081733333337,39.6965698,0.384930638,5749.75,5057.870511854862,5182.269075573552,4511.926142828363,545.9443690264998
12,11,6,3,27.667081733333337,39.6965698,0.384930638,5959.375,5057.870511854862,5362.622824118704,4511.926142828363,545.9443690264998
12,11,6,3,27.667081733333337,39.6965698,0.384930638,5726.5,5057.870511854862,5165.376115221921,4511.926142828363,545.9443690264998
12,11,6,3,27.667081733333337,39.6965698,0.384930638,5781.875,5057.870511854862,5209.76096493589,4511.926142828363,545.9443690264998
12,11,6,3,27.667081733333337,39.6965698,0.384930638,5683.875,5057.870511854862,5110.701229354471,4511.926142828363,545.9443690264998
12,11,6,3,27.667081733333337,39.6965698,0.384930638,5791.5,5057.870511854862,5198.6976306639535,4511.926142828363,545.9443690264998
12,11,6,3,27.667081733333337,39.6965698,0.384930638,5737.0,5057.870511854862,5170.330930066868,4511.926142828363,545.9443690264998
12,11,6,3,27.667081733333337,39.6965698,0.384930638,5757.5,5057.870511854862,5198.674603029181,4511.926142828363,545.9443690264998
12,11,6,3,27.667081733333337,39.6965698,0.384930638,5731.125,5057.870511854862,5163.951895816948,4511.926142828363,545.9443690264998
12,11,6,3,27.667081733333337,39.6965698,0.384930638,5691.375,5057.870511854862,5124.688027727722,4511.926142828363,545.9443690264998
12,11,6,3,27.667081733333337,39.6965698,0.384930638,5711.375,5057.870511854862,5144.27288436112,4511.926142828363,545.9443690264998
12,11,6,3,29.112240413793103,36.74222948275862,0.3871848155172413,579.5066666666665,533.9301185948117,507.4712291650078,473.8472510807063,60.082867514105374
12,11,6,3,27.667081733333337,39.6965698,0.384930638,5790.0,5057.870511854862,5192.666090058045,4511.926142828363,545.9443690264998
12,11,6,3,27.667081733333337,39.6965698,0.384930638,6082.625,5057.870511854862,5478.504537018724,4511.926142828363,545.9443690264998
12,11,6,3,27.667081733333337,39.6965698,0.384930638,5730.875,5057.870511854862,5157.2125110283805,4511.926142828363,545.9443690264998
12,11,6,3,27.667081733333337,39.6965698,0.384930638,5993.5,5057.870511854862,5392.495929489617,4511.926142828363,545.9443690264998
12,11,6,3,27.667081733333337,39.6965698,0.384930638,5765.625,5057.870511854862,5192.910156870763,4511.926142828363,545.9443690264998
12,11,6,3,27.667081733333337,39.6965698,0.384930638,5857.142857,5057.870511854862,5254.688493409983,4511.926142828363,545.9443690264998
12,11,6,3,27.667081733333337,39.6965698,0.384930638,6116.875,5057.870511854862,5484.831574044989,4511.926142828363,545.9443690264998
12,11,6,3,27.667081733333337,39.6965698,0.384930638,5846.0,5057.870511854862,5280.039480570404,4511.926142828363,545.9443690264998
12,11,6,3,27.667081733333337,39.6965698,0.384930638,5860.125,5057.870511854862,5265.626423562691,4511.926142828363,545.9443690264998
